content_id,accesslevel,contentformat,contenttype,date_added,imagedetails_heroimage,imagedetails_thumbnailimage,imagedetails_todayimage,status,type,title,director,cast,country,release_year,rating,duration,listed_in,description
ax98_fgh_6191f82a1e4b9c00c26d7424,PAID,mp4,video,2021-11-18,image/diy/dc7d23a5-0092-4972-9784-8d16052aee77,image/diy/dc7d23a5-0092-4972-9784-8d16052aee77,image/diy/dc7d23a5-0092-4972-9784-8d16052aee77,RELEGATED,Movie,Paranoia,Robert Luketic,,"United States, India, France",2013,PG-13,106 min,Thrillers,"Blackmailed by his company's CEO, a low-level employee finds himself forced to spy on the boss's rival and former mentor."
ax98_fgh_609779123e818600d7689192,FREE,mp4,video,2021-05-12,image/diy/b243d87a-220e-4e7b-aeec-fbbd3c976ad4,image/diy/db14cfaa-b65f-4b05-9d24-782a0f9f67cd,image/diy/381f936b-513f-4669-a44f-44960ecb8e1c,LIVE,Movie,40 Sticks,Victor Gatonye,,Kenya,2019,TV-14,93 min,"International Movies, Thrillers","When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer."
ax98_fgh_60b89b880df0a5009f4462e5,PAID,mp4,video,2021-06-04,image/diy/289c1706-0bc7-4d25-99d2-157d7dec731c,image/diy/289c1706-0bc7-4d25-99d2-157d7dec731c,image/diy/289c1706-0bc7-4d25-99d2-157d7dec731c,LIVE,Movie,The Loud House Movie,Dave Needham,,,2021,TV-Y7,88 min,"Children & Family Movies, Comedies, Music & Musicals","With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey!"
ax98_fgh_5fea0d4aa40e9c0f42d691c7,PAID,mp4,video,2021-02-20,image/diy/948b0211-b3e0-4c0b-9509-ea6a39de97d4,image/diy/948b0211-b3e0-4c0b-9509-ea6a39de97d4,image/diy/948b0211-b3e0-4c0b-9509-ea6a39de97d4,RELEGATED,Movie,Tribhanga - Tedhi Medhi Crazy,Renuka Shahane,,India,2021,TV-MA,96 min,"Dramas, International Movies","When her estranged mother falls into a coma, a self-made single mom grapples with regret and resentment while reflecting on their strained relationship."
ax98_fgh_609f89b3da5bfa00a08490f6,PAID,mp4,video,2021-05-17,image/diy/f8df527a-7fa1-4064-9ebe-02c6ff93afff,image/diy/cae032f6-c484-4ed9-b1f3-bb6a7382e84a,image/diy/387cb720-3e83-4484-b4d5-6e11b7ec5e94,LIVE,Movie,Red Snow,Marie Clements,,Canada,2019,TV-MA,96 min,Dramas,"Ambushed by the Taliban, a First Nations soldier from Canada gets captured but escapes in a harrowing journey that stirs up memories of love and loss."
ax98_fgh_60a526379ec25700a73cafe3,PAID,mp4,video,2021-05-21,image/diy/51c0fcbc-cca0-4b84-9647-4bdd22a512d9,image/diy/07b13cec-e2c4-4e55-973b-3df2af47b8dd,image/diy/29bbc753-ad21-4bce-b3e4-59e9c47fb1be,LIVE,Movie,Talentime,Yasmin Ahmad,,Malaysia,2009,TV-14,120 min,"Dramas, International Movies, Romantic Movies",The stakes are high — on stage and off — when a group of talented young musicians face off for an inter-school talent competition.
ax98_fgh_607489660644e40099a08b8f,PAID,mp4,video,2021-04-15,image/diy/5daf4a9f-9540-438f-b69a-6741bc2ffe33,image/diy/5daf4a9f-9540-438f-b69a-6741bc2ffe33,image/diy/5daf4a9f-9540-438f-b69a-6741bc2ffe33,LIVE,Movie,Ni de coña,Fernando Ayllón,,Spain,2021,TV-MA,97 min,"Comedies, International Movies","Trying to fix their relationships, four couples attend a spiritual retreat at a Caribbean resort, where temptation and mishaps add problems to the mix."
ax98_fgh_607ac8baf799f8009870a40d,PAID,mp4,video,2021-04-17,image/diy/de30d874-f119-4834-99d4-322c148e3afe,image/diy/de30d874-f119-4834-99d4-322c148e3afe,image/diy/de30d874-f119-4834-99d4-322c148e3afe,LIVE,Movie,Forensic,"Akhil Paul, Anas Khan",,India,2021,TV-14,132 min,"International Movies, Thrillers","A pair of officers with history navigates clues from the past, false leads and a ticking clock to nab an elusive serial killer who targets young girls."
ax98_fgh_5f25a6ebbcab7500f3aafc1d,PAID,mp4,video,2021-01-26,image/diy/3259e263-0a9e-4517-9b33-6399a786aecf,image/diy/3259e263-0a9e-4517-9b33-6399a786aecf,image/diy/3259e263-0a9e-4517-9b33-6399a786aecf,LIVE,Movie,Vir Das: For India,"Vir Das, Ajay Bhuyan",,India,2021,TV-MA,76 min,Stand-Up Comedy,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective."
ax98_fgh_6174079afbb66900d0c25370,PAID,mp4,video,2021-10-25,image/diy/c93f7e11-3349-4362-9f8b-a8c0e83afeda,image/diy/c93f7e11-3349-4362-9f8b-a8c0e83afeda,image/diy/c93f7e11-3349-4362-9f8b-a8c0e83afeda,RELEGATED,Movie,The Binding,Domenico de Feudis,,Italy,2021,TV-MA,93 min,"Horror Movies, International Movies, Thrillers","While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter."
ax98_fgh_5fd4e32a7ceb9e009e1e7590,PAID,mp4,video,2021-05-07,image/diy/f79bd028-caaf-47b3-8e86-e82d394ef663,image/diy/f79bd028-caaf-47b3-8e86-e82d394ef663,image/diy/f79bd028-caaf-47b3-8e86-e82d394ef663,DRAFT,Movie,Serious Men,Sudhir Mishra,,India,2021,TV-MA,115 min,"Comedies, Dramas, International Movies","When a slum dweller spins a web of lies in pursuit of the upward mobility he has long craved, his ruse could be especially dangerous for his young son."
ax98_fgh_5fd4e32a7ceb9e009e1e7590,PAID,mp4,video,2021-05-10,image/diy/f79bd028-caaf-47b3-8e86-e82d394ef663,image/diy/f79bd028-caaf-47b3-8e86-e82d394ef663,image/diy/f79bd028-caaf-47b3-8e86-e82d394ef663,RELEGATED,Movie,Training Day,Antoine Fuqua,,United States,2001,R,122 min,"Dramas, Thrillers",A rookie cop with one day to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor's questionable brand of justice.
ax98_fgh_610fca424f75ea00993e06ff,PAID,mp4,video,2021-08-12,image/diy/23129b9a-bce3-4a98-b025-1529b79801fa,image/diy/23129b9a-bce3-4a98-b025-1529b79801fa,image/diy/23129b9a-bce3-4a98-b025-1529b79801fa,LIVE,Movie,All Together Now,Brett Haley,,United States,2021,PG,94 min,Dramas,"An optimistic, talented teen clings to a huge secret: She's homeless and living on a bus. When tragedy strikes, can she learn to accept a helping hand?"
ax98_fgh_61b8c694f2086b00b52eb662,PAID,mp4,video,2021-12-25,image/diy/09676d83-2062-46ef-9050-9ce30a84d946,image/diy/09676d83-2062-46ef-9050-9ce30a84d946,image/diy/09676d83-2062-46ef-9050-9ce30a84d946,LIVE,Movie,3 Idiots,Rajkumar Hirani,,India,2009,PG-13,164 min,"Comedies, Dramas, International Movies","While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system."
ax98_fgh_5eddfa239eaf0600ddd0f467,PAID,mp4,video,2021-02-04,image/diy/dd470a05-6f0d-4c22-b809-d212076eeeaf,image/diy/dd470a05-6f0d-4c22-b809-d212076eeeaf,image/diy/dd470a05-6f0d-4c22-b809-d212076eeeaf,LIVE,Movie,Captain Fantastic,Matt Ross,,United States,2016,R,119 min,"Comedies, Dramas, Independent Movies","A father raising his children off the grid begins to question his anti-establishment, utopian views when a tragic loss pulls them back into society."
ax98_fgh_6034b4012d8414009febde0b,PAID,mp4,video,2021-02-25,image/diy/0ff43d56-865b-4f97-b65e-03316ea5197f,image/diy/0ff43d56-865b-4f97-b65e-03316ea5197f,image/diy/0ff43d56-865b-4f97-b65e-03316ea5197f,LIVE,Movie,In Line,Tope Oshin,,Nigeria,2017,TV-14,114 min,"Dramas, International Movies","A convicted murderer gets out of prison and reunites with his wife, who is plotting revenge against him after years of physical and emotional abuse."
ax98_fgh_6025099864fc9600ed06914f,PAID,mp4,video,2021-02-18,image/diy/a3415433-5f58-4cd0-92f4-74301ed2be8c,image/diy/a3415433-5f58-4cd0-92f4-74301ed2be8c,image/diy/a3415433-5f58-4cd0-92f4-74301ed2be8c,RELEGATED,Movie,The Devil All The Time,Antonio Campos,,United States,2021,R,139 min,"Dramas, Thrillers",Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.
ax98_fgh_608437354d9aba00983dbcd5,PAID,mp4,video,2021-04-27,image/diy/fd995636-41f0-40fb-8629-9f123b003233,image/diy/fd995636-41f0-40fb-8629-9f123b003233,image/diy/fd995636-41f0-40fb-8629-9f123b003233,LIVE,Movie,Pinkfong & Baby Shark's Space Adventure,Byeon Hee-sun,,"United States, South Korea",2019,TV-Y,65 min,Children & Family Movies,"Joined by new friends from other planets, Pinkfong and Baby Shark explore outer space and search for missing star pieces to return home."
ax98_fgh_600c25f91d46a700d858f00a,PAID,mp4,video,2021-01-28,image/diy/8da1e6a6-b5f4-4889-a495-4b61ec92915c,image/diy/8da1e6a6-b5f4-4889-a495-4b61ec92915c,image/diy/8da1e6a6-b5f4-4889-a495-4b61ec92915c,LIVE,Movie,Varane Avashyamund,Anoop Sathyan,,India,2021,TV-14,144 min,"Comedies, Dramas, International Movies","At an apartment complex, the lives of a mother, a daughter seeking an arranged marriage, a military retiree and a young man become intertwined."
ax98_fgh_606cc5a543096800ad4efc20,PAID,mp4,video,2021-04-10,image/diy/1a3f7bf0-b206-4e4e-8808-0cd12722bc1e,image/diy/1a3f7bf0-b206-4e4e-8808-0cd12722bc1e,image/diy/1a3f7bf0-b206-4e4e-8808-0cd12722bc1e,LIVE,Movie,Niyazi Gül Dörtnala,Hakan Algül,,Turkey,2015,TV-MA,102 min,"Comedies, International Movies","Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme."
ax98_fgh_6129dbaf8291ae00ad0e7a1b,PAID,mp4,video,2021-08-31,image/diy/490ae133-57bf-44e2-a272-4736edaf5fab,image/diy/490ae133-57bf-44e2-a272-4736edaf5fab,image/diy/490ae133-57bf-44e2-a272-4736edaf5fab,LIVE,Movie,Sabotage,David Ayer,,United States,2014,R,109 min,"Action & Adventure, Dramas","A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer."
ax98_fgh_60e5e1977af648009fc9d668,FREE,mp4,video,2021-08-15,image/diy/f4d5a414-56fb-42fd-a82a-efab069795fa,image/diy/f4d5a414-56fb-42fd-a82a-efab069795fa,image/diy/f4d5a414-56fb-42fd-a82a-efab069795fa,LIVE,Movie,Thomas & Friends: Marvelous Machinery: World of Tomorrow,Joey So,,,2021,TV-Y,23 min,Children & Family Movies,"Amid special demonstrations in Sodor, Thomas and the gang worry they'll be replaced by new inventions until a mission shows how useful they really are."
ax98_fgh_616c6e761b523700bb819072,PAID,mp4,video,2021-10-21,image/diy/477b2f90-af1c-448a-84ad-3227808e3599,image/diy/477b2f90-af1c-448a-84ad-3227808e3599,image/diy/477b2f90-af1c-448a-84ad-3227808e3599,LIVE,Movie,Who Am I,Baran bo Odar,,Germany,2014,TV-MA,102 min,"International Movies, Thrillers","After his compatriots are murdered by Russian gangsters, a hacker confesses the history of his elite, fame-seeking group to a Europol investigator."
ax98_fgh_60dc9777cb7f1000a0c9bbdb,PAID,mp4,video,2021-07-07,image/diy/7d610ffd-cda9-4b80-8ea3-6cd00b2abc71,image/diy/7d610ffd-cda9-4b80-8ea3-6cd00b2abc71,image/diy/7d610ffd-cda9-4b80-8ea3-6cd00b2abc71,LIVE,Movie,Mile 22,Peter Berg,,"United States, China, Colombia",2018,R,94 min,Action & Adventure,"An officer in a top-secret CIA unit leads his team in escorting a prized intelligence asset to safety, with enemy forces hot on their trail."
ax98_fgh_60eaddde9bff8400a0eebc10,PAID,mp4,video,2021-08-07,image/diy/f130e764-6142-42eb-ad38-832758783257,image/diy/f130e764-6142-42eb-ad38-832758783257,image/diy/f130e764-6142-42eb-ad38-832758783257,LIVE,Movie,Trollhunters: Rise of the Titans,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",,,2021,TV-Y7,106 min,Children & Family Movies,"Heroes from ""Trollhunters,"" ""3Below"" and ""Wizards"" join forces to fight a shadowy enemy threatening to take over their worlds — and reset Earth itself."
ax98_fgh_60c775cd5dd90100a64d7eea,PAID,mp4,video,2021-09-07,image/diy/e102ca09-81d4-4b2f-b722-8f339296f549,image/diy/e102ca09-81d4-4b2f-b722-8f339296f549,image/diy/e102ca09-81d4-4b2f-b722-8f339296f549,DRAFT,Movie,Cosmic Sin,Edward Drake,,United States,2021,R,88 min,Action & Adventure,"In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet."
ax98_fgh_608846d4c99df000e6916581,PAID,mp4,video,2021-05-05,image/diy/ad27b43e-a8ef-47a7-a5c2-a7b5de4f9a7c,image/diy/ad27b43e-a8ef-47a7-a5c2-a7b5de4f9a7c,image/diy/ad27b43e-a8ef-47a7-a5c2-a7b5de4f9a7c,LIVE,Movie,The Beginning of Life 2: Outside,Renata Terra,,Brazil,2021,TV-PG,92 min,"Documentaries, International Movies","As urbanization expands throughout society, this documentary discusses the value of finding ways for children to forge real connections with nature."
ax98_fgh_60f937f9e760e200d8932691,PAID,mp4,video,2021-09-06,image/diy/758b9e95-aff9-4438-b386-9ff152971d95,image/diy/758b9e95-aff9-4438-b386-9ff152971d95,image/diy/758b9e95-aff9-4438-b386-9ff152971d95,LIVE,Movie,Felix Lobrecht: Hype,Jan-Peter Horns,,Germany,2021,TV-MA,60 min,Stand-Up Comedy,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special."
ax98_fgh_60f3dfbbe61d3500a043e1d6,PAID,mp4,video,2021-08-23,image/diy/3b340e86-d883-4462-8aeb-a96006e64ddb,image/diy/3b340e86-d883-4462-8aeb-a96006e64ddb,image/diy/3b340e86-d883-4462-8aeb-a96006e64ddb,LIVE,Movie,Kappela,Musthafa,,India,2021,TV-14,112 min,"Dramas, Independent Movies, International Movies","Falling into an over-the-phone romance with a rickshaw driver, a young woman visits his city when an encounter with a stranger derails their meeting."
ax98_fgh_61116cb783ccd700a7456f7c,PAID,mp4,video,2021-08-13,image/diy/08d97e41-2c7f-449a-a104-fee74ea98619,image/diy/08d97e41-2c7f-449a-a104-fee74ea98619,image/diy/08d97e41-2c7f-449a-a104-fee74ea98619,LIVE,Movie,Shor In the City,"Raj Nidimoru, Krishna D.K.",,India,2011,TV-14,106 min,"Comedies, Dramas, Independent Movies","When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger."
ax98_fgh_61a1f3c2634d9f009fc5bce8,PAID,mp4,video,2021-12-03,image/diy/5b98c441-86cf-4859-810b-9ead70a71cf0,image/diy/5b98c441-86cf-4859-810b-9ead70a71cf0,image/diy/5b98c441-86cf-4859-810b-9ead70a71cf0,RELEGATED,Movie,2 Hearts,Lance Hool,,United States,2021,PG-13,101 min,"Dramas, Faith & Spirituality, Romantic Movies","In parallel love stories, the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story."
ax98_fgh_61332b8306558e009f927237,PAID,mp4,video,2021-09-09,image/diy/eda8a517-a3ab-4293-ac8e-31aaa5bebf2f,image/diy/eda8a517-a3ab-4293-ac8e-31aaa5bebf2f,image/diy/eda8a517-a3ab-4293-ac8e-31aaa5bebf2f,LIVE,Movie,Kucch To Hai,"Anil V. Kumar, Anurag Basu",,India,2003,TV-14,136 min,"Dramas, International Movies, Thrillers","A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge."
ax98_fgh_60571140e42bb900fa42b832,PAID,mp4,video,2021-03-24,image/diy/3b09bb58-c041-4827-a996-33db6558ae21,image/diy/3b09bb58-c041-4827-a996-33db6558ae21,image/diy/3b09bb58-c041-4827-a996-33db6558ae21,LIVE,Movie,She Is,Chris Eneng Enaji,,,2019,TV-PG,102 min,"Dramas, International Movies, Romantic Movies","Under pressure from her family and friends to settle down, a successful and single woman searches for the right partner, refusing to settle for less."
ax98_fgh_5ffb3ba20960da00f5218e48,PAID,mp4,video,2021-01-12,image/diy/65a5215a-5e37-40a9-82fa-5732f93a5898,image/diy/65a5215a-5e37-40a9-82fa-5732f93a5898,image/diy/65a5215a-5e37-40a9-82fa-5732f93a5898,LIVE,Movie,Show Dogs,Raja Gosnell,,"United Kingdom, United States",2018,PG,90 min,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.
ax98_fgh_60bdfb8e8781be00a7558729,PAID,mp4,video,2021-06-15,image/diy/326db60f-ff21-45b7-95c8-c1c5c2ca8d6c,image/diy/326db60f-ff21-45b7-95c8-c1c5c2ca8d6c,image/diy/326db60f-ff21-45b7-95c8-c1c5c2ca8d6c,LIVE,Movie,Same Kind of Different as Me,Michael Carney,,United States,2017,PG-13,120 min,"Dramas, Faith & Spirituality",A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.
ax98_fgh_60a01f2f118fce00ae8132e9,FREE,mp4,video,2021-05-17,image/diy/bdf6776f-b7a9-48b5-b9d3-27ab80f8dfd4,image/diy/bdf6776f-b7a9-48b5-b9d3-27ab80f8dfd4,image/diy/bdf6776f-b7a9-48b5-b9d3-27ab80f8dfd4,RELEGATED,Movie,Paradise Hills,Alice Waddington,,"Spain, United States",2019,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse."
ax98_fgh_6016c3ced9280800bb42e679,PAID,mp4,video,2021-02-01,image/diy/c6e97ac9-15f0-4c9b-97f0-abc4210a8c74,image/diy/c6e97ac9-15f0-4c9b-97f0-abc4210a8c74,image/diy/c6e97ac9-15f0-4c9b-97f0-abc4210a8c74,RELEGATED,Movie,Effie Gray,Richard Laxton,,United Kingdom,2014,PG-13,109 min,"Dramas, International Movies, Romantic Movies","Trapped in a loveless marriage, the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out."
ax98_fgh_6101225a3337a1009a7dae21,FREE,mp4,video,2021-08-15,image/diy/c7c93555-3e1d-493a-b7d9-399bc51bb932,image/diy/c7c93555-3e1d-493a-b7d9-399bc51bb932,image/diy/c7c93555-3e1d-493a-b7d9-399bc51bb932,LIVE,Movie,Killer Cove,Damián Romay,,United States,2019,TV-14,87 min,Thrillers,"An unlucky woman finds a solution for her hateful ex, a trying job hunt and a stalker through a charming P.I. – only to endure a new set of problems."
ax98_fgh_5f83462191db1b00f3098ddf,PAID,mp4,video,2021-01-26,image/diy/1e556664-1c52-4fcc-bac6-2975fb3ebbb0,image/diy/1e556664-1c52-4fcc-bac6-2975fb3ebbb0,image/diy/1e556664-1c52-4fcc-bac6-2975fb3ebbb0,LIVE,Movie,Zack and Miri Make a Porno,Kevin Smith,,United States,2008,R,101 min,"Comedies, Independent Movies, Romantic Movies",Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.
ax98_fgh_60eb21609bff8400a0eebcbd,PAID,mp4,video,2021-08-25,image/diy/b2c9f6fa-0e17-4ef6-85ac-d3964fe67c04,image/diy/b2c9f6fa-0e17-4ef6-85ac-d3964fe67c04,image/diy/b2c9f6fa-0e17-4ef6-85ac-d3964fe67c04,LIVE,Movie,#Selfie,Cristina Jacob,,Romania,2014,TV-MA,125 min,"Comedies, Dramas, International Movies","Two days before their final exams, three teen girls make a seaside getaway to have the time of their lives."
ax98_fgh_6171885970b93300d8712a6f,PAID,mp4,video,2021-10-30,image/diy/d52dec0c-d6bc-449c-9e66-ab0f45e33ad7,image/diy/d52dec0c-d6bc-449c-9e66-ab0f45e33ad7,image/diy/d52dec0c-d6bc-449c-9e66-ab0f45e33ad7,RELEGATED,Movie,The Soul,Cheng Wei-hao,,"China, Taiwan",2021,TV-MA,130 min,"Dramas, International Movies, Thrillers","While investigating the death of a businessman, a prosecutor and his wife uncover occult secrets as they face their own life-and-death dilemma."
ax98_fgh_6188d3db0e912300b456a9c0,PAID,mp4,video,2021-11-17,image/diy/8dfb4617-1a5b-42a3-942a-f4fdbec0c879,image/diy/8dfb4617-1a5b-42a3-942a-f4fdbec0c879,image/diy/8dfb4617-1a5b-42a3-942a-f4fdbec0c879,LIVE,Movie,Green Lantern,Martin Campbell,,United States,2011,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy",Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.
ax98_fgh_60727412517bfe009f7702b6,PAID,mp4,video,2021-05-05,image/diy/1ded5f7a-1305-4770-8847-27963330158f,image/diy/1ded5f7a-1305-4770-8847-27963330158f,image/diy/1ded5f7a-1305-4770-8847-27963330158f,LIVE,Movie,At Eternity's Gate,Julian Schnabel,,"Ireland, Switzerland, United Kingdom, France, United States",2018,PG-13,111 min,Dramas,Wild artistic inspiration and emotional turmoil fill painter Vincent van Gogh's last years as he struggles to bring his unique vision to the world.
